Branch,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Payment,cogs,gross margin percentage,gross income,Rating
1,1,1,0,99.96,7,34.986,734.706,1,699.72,4.761904762,34.986,6.1
1,1,1,1,96.37,7,33.7295,708.3195,1,674.59,4.761904762,33.7295,6
2,1,0,5,63.71,5,15.9275,334.4775,0,318.55,4.761904762,15.9275,8.5
2,1,0,0,14.76,2,1.476,30.996,0,29.52,4.761904762,1.476,4.3
2,0,1,0,62,8,24.8,520.8,2,496,4.761904762,24.8,6.2
1,0,1,1,82.34,10,41.17,864.57,0,823.4,4.761904762,41.17,4.3
2,0,1,0,75.37,8,30.148,633.108,2,602.96,4.761904762,30.148,8.4
0,1,0,4,56.56,5,14.14,296.94,2,282.8,4.761904762,14.14,4.5
2,1,0,3,76.6,10,38.3,804.3,0,766,4.761904762,38.3,6
0,1,1,1,58.03,2,5.803,121.863,0,116.06,4.761904762,5.803,8.8
2,1,1,5,17.49,10,8.745,183.645,0,174.9,4.761904762,8.745,6.6
1,0,0,1,60.95,1,3.0475,63.9975,0,60.95,4.761904762,3.0475,5.9
1,1,1,0,40.35,1,2.0175,42.3675,0,40.35,4.761904762,2.0175,6.2
2,1,0,2,97.38,10,48.69,1022.49,0,973.8,4.761904762,48.69,4.4
0,0,1,4,31.84,1,1.592,33.432,1,31.84,4.761904762,1.592,7.7
0,1,1,2,65.82,1,3.291,69.111,1,65.82,4.761904762,3.291,4.1
0,0,0,5,88.34,7,30.919,649.299,1,618.38,4.761904762,30.919,6.6
